Station_Name,Day_Type,Time_Bin,Boardings,Alightings,Total
Holmesglen,Normal Weekday,16:00–20:00,5.6956741715153045,13.009107007336201,18.704781178851505
Holmesglen,Normal Weekday,20:00–00:00,1.4781297134238311,7.966817496229261,9.444947209653092
Holmesglen,Normal Weekend,00:00–04:00,0.01984126984126984,5.575396825396825,5.595238095238095
Holmesglen,Normal Weekend,04:00–08:00,2.696035242290749,1.013215859030837,3.709251101321586
Holmesglen,Normal Weekend,08:00–12:00,8.918358889349358,7.695814338997099,16.61417322834646
Holmesglen,Normal Weekend,12:00–16:00,8.26118326118326,10.180375180375181,18.441558441558442
Holmesglen,Normal Weekend,16:00–20:00,7.806257067470788,10.109310214851112,17.9155672823219
Holmesglen,Normal Weekend,20:00–00:00,3.585657370517928,8.46328969834946,12.048947068867388
Holmesglen,Public Holiday,00:00–04:00,0,4.2,4.2
Holmesglen,Public Holiday,04:00–08:00,1.4482758620689655,0.6206896551724138,2.0689655172413794
Holmesglen,Public Holiday,08:00–12:00,6.291390728476821,5.4635761589403975,11.754966887417218
Holmesglen,Public Holiday,12:00–16:00,6.656346749226006,8.173374613003096,14.829721362229101
Holmesglen,Public Holiday,16:00–20:00,5.592105263157895,8.355263157894736,13.94736842105263
Holmesglen,Public Holiday,20:00–00:00,2.2540983606557377,6.475409836065574,8.729508196721312
Holmesglen,School Holiday,00:00–04:00,0.07246376811594203,5.072463768115942,5.144927536231885
Holmesglen,School Holiday,04:00–08:00,6.310845431255338,1.2040990606319386,7.5149444918872765
Holmesglen,School Holiday,08:00–12:00,8.016276703967447,4.125127161749746,12.141403865717194
Holmesglen,School Holiday,12:00–16:00,5.240259740259741,6.0519480519480515,11.292207792207792
Holmesglen,School Holiday,16:00–20:00,4.818428184281843,10.818428184281842,15.636856368563684
Holmesglen,School Holiday,20:00–00:00,1.4416775884665793,8.191349934469201,9.63302752293578
Jordanville,Normal Weekday,00:00–04:00,0,4.297253634894992,4.297253634894992
Jordanville,Normal Weekday,04:00–08:00,15.45316565481353,0.019514310494362534,15.472679965307892
Jordanville,Normal Weekday,08:00–12:00,14.56381769978538,0.8950890039136473,15.458906703699027
Jordanville,Normal Weekday,12:00–16:00,3.1896796144031754,6.930819393252055,10.12049900765523
Jordanville,Normal Weekday,16:00–20:00,3.398684543384771,16.79357450037946,20.19225904376423
